510010.SH,1.2671932874
510020.SH,-34.6777503589
510030.SH,-0.405022532056
510050.SH,-0.993914467468
510060.SH,-3.10532715158
510070.SH,1.11096731208
510090.SH,3.01469649219
510110.SH,2.90428158176
510120.SH,2.80816793977
510130.SH,-0.788929622675
510150.SH,3.17100546909
510160.SH,-0.256877215106
510170.SH,4.37870553614
510180.SH,-45.1067248846
510190.SH,0.890789578389
510210.SH,0.618125018844
510220.SH,2.71399541582
510230.SH,-1.3152557576
510260.SH,4.7374049493
510270.SH,2.11557686945
510280.SH,-0.413146870484
510290.SH,-2.51735762973
510300.SH,-4.67957503392
510310.SH,-1.96168122073
510330.SH,-1.93882979801
510360.SH,-1.76332348575
510410.SH,1.22195073596
510420.SH,1.69084589049
510430.SH,3.01538592359
510440.SH,2.55146347538
510500.SH,-28.8849390915
510510.SH,-3.50753239715
510520.SH,1.57191585876
510560.SH,0.505589642115
510580.SH,1.8768224561
510630.SH,-0.480757662753
510650.SH,2.89223019778
510660.SH,-6.96813541261
510680.SH,0.413869104803
510710.SH,-2.49563898134
510810.SH,1.08352571599
510880.SH,-4.55794149611
510900.SH,5.39728827551
511010.SH,-0.262258932911
511210.SH,-1.26954755368
511220.SH,-0.138567941047
511230.SH,
511600.SH,-1.59661819022
511650.SH,-0.478699525057
511660.SH,-1.86471087672
511680.SH,-2.88270424269
511690.SH,-0.593594612427
511700.SH,-3.70859964798
511760.SH,-2.38460593147
511770.SH,
511800.SH,-16.5176866665
511810.SH,6.12906122765
511820.SH,-3.80655572661
511830.SH,4.14237317376
511850.SH,-2.21786837307
511860.SH,8.5735727691
511880.SH,15.3176893225
511890.SH,0.689278125012
511900.SH,-2.29454253514
511910.SH,-3.34157081235
511920.SH,-1.94756016883
511930.SH,-3.19681752212
511950.SH,-1.89987627901
511960.SH,-1.98329020581
511970.SH,-1.06907948844
511980.SH,-2.17532159019
511990.SH,-2.33769131774
512000.SH,-0.110727566207
512010.SH,2.17166018955
512070.SH,-0.581614092765
512100.SH,1.84453638479
512120.SH,1.86553778669
512210.SH,2.26382310427
512220.SH,-0.387483379788
512230.SH,2.12593609417
512300.SH,-4.17371224629
512310.SH,-4.85941366292
512330.SH,-3.21455294444
512340.SH,-5.43455577098
512500.SH,-0.880784148024
512510.SH,1.95038068116
512580.SH,0.889769691886
512600.SH,-0.993046185479
512610.SH,-8.06954522053
512640.SH,-0.962280800322
512660.SH,-0.145300289121
512680.SH,0.756725549931
512810.SH,0.477408702809
512880.SH,-0.629376876942
512900.SH,
512990.SH,-0.533946964265
513030.SH,0.389385314091
513050.SH,0.543684927559
513100.SH,0.484356859691
513500.SH,3.38281229668
513600.SH,9.84679074061
513660.SH,1.74719121139
518800.SH,0.48886354846
518880.SH,-0.937228255166
159001.SZ,-6.30549157455
159003.SZ,-2.74564505349
159005.SZ,-17.211209939
159901.SZ,-3.5260478538
159902.SZ,-7.81679761315
159903.SZ,0.90955273744
159905.SZ,-2.48793752832
159906.SZ,1.99314871792
159907.SZ,-3.27412397972
159908.SZ,2.31664105401
159909.SZ,2.43870857555
159910.SZ,2.89307654744
159911.SZ,-0.400396427081
159912.SZ,1.45052485452
159913.SZ,1.85879190849
159915.SZ,-10.566514926
159916.SZ,3.76602145644
159918.SZ,2.59836889511
159919.SZ,-1.33783749352
159920.SZ,6.62631587781
159921.SZ,7.69119658418
159922.SZ,1.53066966893
159923.SZ,9.41695827619
159924.SZ,8.46124447332
159925.SZ,-1.12306973367
159926.SZ,3.84438979245
159927.SZ,-0.097423674841
159928.SZ,2.67732864458
159929.SZ,2.89855787235
159930.SZ,4.0601109595
159931.SZ,6.84409096416
159932.SZ,5.37971658507
159933.SZ,2.00075777781
159934.SZ,0.985114812138
159935.SZ,0.506258294919
159936.SZ,1.17918863991
159937.SZ,1.61257793294
159938.SZ,8.73826879566
159939.SZ,8.01041888794
159940.SZ,-0.668873536565
159941.SZ,1.7416722985
159942.SZ,-0.599528378999
159943.SZ,-0.990941711855
159944.SZ,0.852309842007
159945.SZ,-3.80153113016
159946.SZ,0.976360336156
159948.SZ,-0.551046840469
159949.SZ,0.112163719597
